,NU_ANO,CO_CURSO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9
23428,2017,115374,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BEDBBEDC""","""00010100""","""ACEBBEABCBACBDCEDDCABACBDED""","""990008100100110090009000000""",555,555,555,555,555,555,555,555,555,555,555,21.7,32,25,42.5,33,45,30,52,60,50,18.2,18.2,18.3,0,40,15,"""E""","""D""","""B""","""C""","""D""","""D""","""B""","""C""","""C"""
24169,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""AEEEDABD""","""00000001""","""DAC.EEBDEAABDECEDCABDCBABCD""","""990018010000000090109110010""",555,555,555,555,555,333,555,333,333,333,333,21.9,17.9,12.5,26,52,60,50,0,0,0,23.2,27.3,0,0,0,0,"""D""","""D""","""B""","""C""","""D""","""D""","""A""","""C""","""D"""
24606,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCABDEBD""","""01010101""","""AAEACDAEEDBAEDCAADAADEDBECD""","""990008100010010090109000010""",555,555,555,333,555,555,333,333,555,333,333,22,30,50,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""D""","""C""","""C""","""A""","""A""","""C""","""B""","""C""","""D"""
25623,2017,1136142,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDDECBAC""","""00001010""","""CCBDADEBCBDBDBCDDBDEBEBCCBC""","""990008000100000090019010101""",555,555,555,555,555,333,555,555,333,333,333,22.2,30.8,25,39.5,47,75,40,32,80,20,19.3,22.7,0,0,0,0,"""C""","""C""","""B""","""B""","""B""","""B""","""D""","""D""","""C"""
26041,2017,113455,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDCCADEA""","""00000000""","""ABAEEEBEBABDABCADAEBCAEDEDA""","""991018001010000090009001000""",555,555,555,555,555,555,555,555,555,555,333,22.3,26.8,0,67,42,50,40,92,60,100,20.8,22.7,10,30,0,0,"""D""","""D""","""C""","""C""","""C""","""C""","""A""","""C""","""C"""
26105,2017,1101244,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BAAAAECC""","""00000100""","""EECCCCCCCCCCCCCCCCCCCCCCCCC""","""990108000000000090009100111""",555,555,555,555,555,555,555,555,333,555,333,22.3,31.3,12.5,59.5,26,70,15,93,65,100,19.3,22.7,0,0,0,0,"""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C""","""C"""
26554,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDBBCEEC""","""00111100""","""BCEABCCCACEDDDCDDECDABBCCBB""","""990008000000010091009010100""",555,555,555,555,555,555,555,333,555,336,333,22.4,34.2,50,10.5,21,45,15,0,0,0,18.5,18.2,20,60,0,0,"""D""","""E""","""E""","""C""","""B""","""C""","""A""","""C""","""E"""
27052,2017,113455,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CBAABEDC""","""10000100""","""AACABDAEACEECBCDABEEBBBCBCE""","""990008100001000090019010010""",555,555,555,555,555,555,555,555,555,333,333,22.5,32.2,25,43,44,40,45,42,30,45,19.3,22.7,0,0,0,0,"""C""","""D""","""C""","""A""","""C""","""C""","""B""","""D""","""D"""
28866,2017,1126898,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCDEEEDE""","""01000100""","""BEECCBBEBBECDCECCDBBDDCECBB""","""990108001100000090009000100""",555,555,555,555,555,333,555,555,333,333,333,22.9,45.2,25,75.5,77,85,75,74,70,75,15.5,18.2,0,0,0,0,"""E""","""E""","""A""","""A""","""C""","""B""","""B""","""D""","""E"""
29053,2017,21600,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCDDAECD""","""01000101""","""EBCDCDABCCACBAEABEBADBBDCBB""","""990008100000100091009011100""",555,555,555,333,555,333,333,333,333,333,333,23,22.5,37.5,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""C""","""C""","""A""","""B""","""C""","""C""","""B""","""D""","""B"""
29308,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DEBBBEEE""","""00110100""","""DDCABDBDEBDDABCCDECBDCBCCBB""","""990008010100000091009110100""",555,555,555,333,555,555,333,333,555,333,333,23,22.5,37.5,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""C""","""D""","""C""","""A""","""B""","""D""","""B""","""B""","""C"""
29309,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""",""".BCACEBD""","""00001101""","""ACDADCCDBDCDDDECDCADDEEECBC""","""990008011000010090109000101""",555,555,555,333,555,333,333,333,333,333,333,23,22.5,37.5,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""C""","""C""","""C""","""B""","""A""","""C""","""D""","""D""","""D"""
29421,2017,1128364,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCADEECE""","""11000100""","""CBADEDBBBAEBBBCCCAAACBBAAAA""","""991018001000100090109010000""",555,555,555,333,555,333,333,333,333,333,333,23,22.5,37.5,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""C""","""C""","""C""","""B""","""D""","""D""","""D""","""C""","""C"""
31056,2017,1101244,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BACEBCAD""","""00000011""","""BADBDACCAEDBACEBACEBDCCBECC""","""990008000000000190009100011""",555,555,555,555,555,555,555,555,555,555,555,23.3,31.2,25,40.5,33,65,25,48,60,45,20.7,18.2,35,0,85,20,"""C""","""C""","""C""","""A""","""A""","""A""","""D""","""D""","""B"""
31612,2017,5000578,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBDEECA""","""01100100""","""DABABDCEBBABEDACDACDDCAABAD""","""990008001100010090009100000""",555,555,555,555,555,555,555,555,555,555,555,23.4,42.5,37.5,50,29,25,30,71,55,75,17,18.2,10,0,30,0,"""C""","""C""","""C""","""B""","""D""","""C""","""B""","""C""","""C"""
32569,2017,1117717,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDADCEBC""","""00001100""","""AADCBEADBDDDEEBCDAECBCEAABD""","""990108111000000090009100000""",555,555,555,555,555,555,555,555,555,333,333,23.6,32,25,42.5,33,65,25,52,60,50,20.8,22.7,10,30,0,0,"""B""","""C""","""E""","""C""","""B""","""B""","""C""","""D""","""D"""
33123,2017,118002,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""...BCEAD""","""00011111""",""".DBCED.AB..B.EB............""","""990118001000000090009000000""",555,555,555,555,555,555,555,555,555,555,336,23.7,51.1,62.5,34,22,50,15,46,50,45,14.6,13.6,20,0,60,0,""".""",""".""",""".""",""".""",""".""",""".""","""D""",""".""","""A"""
33608,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EBCBCEAD""","""00011111""","""ABEACBAAEBCBEEADDECBABCCCAB""","""990008100100000091009000100""",555,555,555,555,555,333,555,333,333,333,333,23.8,48.7,62.5,28,56,40,60,0,0,0,15.5,18.2,0,0,0,0,"""D""","""E""","""C""","""B""","""B""","""C""","""A""","""B""","""D"""
33872,2017,18384,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACABCEBD""","""01011101""","""AAEDCBDBBECDAEEBCEBDACDACBD""","""990008001000000191009100100""",555,555,555,333,555,333,333,333,333,333,333,23.9,37.5,62.5,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""D""","""D""","""A""","""B""","""B""","""C""","""D""","""D""","""C"""
34125,2017,102590,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDABBEEB""","""00010100""","""AAEDDBADDEBACCBCDCCADBBCEDC""","""990008110010000090009010001""",555,555,555,555,555,333,555,555,333,333,333,23.9,37.8,25,57,44,60,40,70,50,75,19.3,22.7,0,0,0,0,"""C""","""C""","""B""","""B""","""B""","""C""","""E""","""C""","""D"""
34264,2017,1101244,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCCBCEDD""","""01011101""","""AEEDBDCDBCCAEBCBCDAAEBCECBA""","""990008011000000190109000100""",555,555,555,333,555,333,333,333,333,333,333,23.9,37.5,62.5,0,0,0,0,0,0,0,19.3,22.7,0,0,0,0,"""D""","""C""","""A""","""D""","""D""","""C""",""".""","""D""","""D"""
34572,2017,60886,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EDABCADE""","""00011000""","""EBEDEDADDDBAABCADCCCECCBCBC""","""990018110010000090009100101""",555,555,555,333,555,333,333,333,333,333,333,24,15,25,0,0,0,0,0,0,0,27,31.8,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""C""","""B""","""D""","""B"""
34624,2017,86318,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DEDAEEAC""","""00000110""","""EDCCCEBBDECDBEBCDEDAAEEBCCC""","""990108000000100091009000111""",555,555,555,555,555,555,555,333,555,555,333,24,21.8,25,17,34,50,30,0,0,0,24.7,27.3,10,0,30,0,"""C""","""C""","""C""","""D""","""B""","""C""","""A""","""B""","""D"""
34625,2017,86318,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCCCAECA""","""01000100""","""CABADCABBDBACDDCACCAABCCCAC""","""990008101010011090009000101""",555,555,555,333,555,333,333,333,333,333,333,24,15,25,0,0,0,0,0,0,0,27,31.8,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""D""","""D""","""D""","""B"""
34626,2017,86326,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCADECAE""","""01000010""","""AAEDBEADBAEDEDABCDBADBEDCDB""","""990008111000010190009001100""",555,555,555,333,555,333,333,333,333,333,333,24,15,25,0,0,0,0,0,0,0,27,31.8,0,0,0,0,"""D""","""D""","""D""","""C""","""D""","""C""","""B""","""C""","""C"""
36716,2017,1314243,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCDECDBC""","""01001000""","""DDCDADACBBDDDBCBDEEBEBDEEEB""","""990008101100000191009000000""",555,555,555,555,555,555,555,555,555,555,555,24.3,34,25,47.5,23,55,15,72,60,75,21.1,22.7,11.7,0,0,35,"""D""","""D""","""C""","""B""","""C""","""C""","""B""","""C""","""D"""
37120,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCEEEEBC""","""01000100""","""DCBDDACDBACDBDCBDCBBCBDCCEB""","""990008011000110190009000100""",555,555,555,555,555,555,555,333,333,555,555,24.4,25.6,25,26.5,53,45,55,0,0,0,24,27.3,5,0,0,15,"""C""","""C""","""B""","""A""","""A""","""C""","""D""","""D""","""C"""
37206,2017,1103034,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BEACDABD""","""00000001""","""ABCCEBADCACBDEBACDACEDDBCDA""","""990118110000000090109000100""",555,555,555,555,555,333,555,555,333,333,333,24.4,28.1,12.5,51.5,61,65,60,42,30,45,23.2,27.3,0,0,0,0,"""D""","""E""","""C""","""B""","""B""","""D""","""A""","""C""","""C"""
37735,2017,1101244,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BAABCEAD""","""00011111""","""DCC*ADABDACEACBABCABDCCBDBA""","""990008100001000090109100000""",555,555,555,333,555,555,333,333,333,555,333,24.5,37.5,62.5,0,0,0,0,0,0,0,20.2,18.2,31.7,0,95,0,"""D""","""D""","""C""","""B""","""B""","""B""","""A""","""D""","""B"""
37804,2017,1180773,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCABEEEC""","""01010100""","""DBADDABCECBEDBADCDCADBBAEBB""","""991008000011000090009010000""",555,555,555,555,555,555,555,555,555,555,333,24.5,42.5,37.5,50,59,75,55,41,25,45,18.5,18.2,20,30,30,0,"""D""","""D""","""A""","""B""","""C""","""C""","""D""","""B""","""B"""
38156,2017,101558,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCCBCEEE""","""01011100""","""DCDCCBCBEDEBDDADAECBADDCDDC""","""990108000000010091009000001""",555,555,555,555,555,555,555,555,555,333,333,24.6,51.8,50,54.5,48,40,50,61,25,70,15.5,18.2,0,0,0,0,"""C""","""D""","""C""","""C""","""B""","""C""","""B""","""D""","""C"""
38187,2017,107360,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DACEDEBD""","""00000101""","""EDBDDEEABBBBDAABCAAAEACCADD""","""990008001110000190109000000""",555,555,555,555,555,333,555,555,333,333,333,24.6,40.4,25,63.5,54,70,50,73,65,75,19.3,22.7,0,0,0,0,"""C""","""C""","""B""","""C""","""C""","""D""","""D""","""D""","""D"""
38271,2017,1101244,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""AABECEEB""","""00101100""","""EDADEDCBBDBDBEACEDCCABDBDCE""","""991018001010100090009000010""",555,555,555,555,555,333,555,333,333,333,333,24.6,28.7,37.5,15.5,31,35,30,0,0,0,23.2,27.3,0,0,0,0,"""C""","""C""","""C""","""B""","""A""","""D""","""A""","""A""","""B"""
38457,2017,21600,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BBABCEAD""","""00011111""","""EAAACDCBCEABCDE.EDCBABCDEDC""","""991008000000010090009001001""",555,555,555,555,555,555,555,333,336,336,333,24.7,52.1,62.5,36.5,73,65,75,0,0,0,15.5,18.2,0,0,0,0,"""B""","""C""","""C""","""A""","""A""","""B""","""D""","""D""","""B"""
38798,2017,1118057,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EDCBCEAD""","""00011111""","""BEEDBDD*ECBBCD.CCBDDBAAEBDC""","""990008000010010090009000001""",555,555,555,555,555,555,555,555,333,333,555,24.7,59.5,62.5,55,61,65,60,49,65,45,13.1,13.6,10,0,0,30,"""D""","""C""","""E""","""A""","""B""","""B""","""B""","""C""","""B"""
39907,2017,116770,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BABBBEED""","""00110101""","""ECACEDAACBEBDDACAADDCEEBABB""","""991118100100010090009000000""",555,555,555,333,555,333,333,333,333,333,333,24.9,30,50,0,0,0,0,0,0,0,23.2,27.3,0,0,0,0,"""C""","""C""","""B""","""C""","""B""","""C""","""D""","""D""","""B"""
40115,2017,5000578,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDCBCEAD""","""00011111""","""DBDDECCEEDACCECDCECABBABDDC""","""990018000000000091009000001""",555,555,555,555,555,555,555,555,555,555,555,24.9,54.1,62.5,41.5,31,55,25,52,80,45,15.1,13.6,23.3,30,40,0,"""C""","""C""","""C""","""B""","""A""","""C""","""B""","""D""","""C"""
40394,2017,95017,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BBCBEEBC""","""00010100""","""DBAADBCDDCCAEDBCDACADEBCCDE""","""991008010000010090009010100""",555,555,555,555,555,555,555,555,555,555,333,25,37.6,25,56.5,60,60,60,53,65,50,20.8,22.7,10,30,0,0,"""C""","""C""","""A""","""B""","""D""","""C""","""D""","""C""","""D"""
40502,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDAEEBCE""","""00000000""","""DEABCCCABBBAEECCDDCBCDCADCC""","""991008001110000090009000011""",555,555,555,555,555,555,555,555,555,333,333,25,26,0,65,60,40,65,70,50,75,24.7,27.3,10,30,0,0,"""E""","""E""","""C""","""A""","""A""","""C""","""D""","""C""","""C"""
41034,2017,86326,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BBDACCEA""","""00001000""","""BAEADCABADCCDDABDEEEDEDBCDA""","""990008100000010191019000100""",555,555,555,555,555,555,555,555,555,555,555,25.1,30.7,12.5,58,51,55,50,65,25,75,23.2,27.3,0,0,0,0,,,,,,,,,
41872,2017,115374,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DAEDBEBC""","""00000100""","""CCDCEABDBDEBBEEAAAACDACAEAE""","""990118011000100090109000000""",555,555,555,555,555,555,555,555,555,555,555,25.2,21.3,12.5,34.5,23,55,15,46,30,50,26.5,27.3,21.7,30,30,5,"""C""","""C""","""C""","""A""","""A""","""A""","""E""","""C""","""C"""
41951,2017,1126898,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EAADEECE""","""00000100""","""DACCDDAABBABCBCEBCBBDDABDCC""","""990108101100000090009000011""",555,555,555,555,555,555,555,555,555,333,333,25.2,31.3,12.5,59.5,47,75,40,72,60,75,23.2,27.3,0,0,0,0,,,,,,,,,
43088,2017,115374,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDCBEEBC""","""00010100""","""DCCDCDCDBABDCEBBDDDADBDBDBB""","""990008011010000190009000000""",555,555,555,555,555,555,555,555,555,555,555,25.4,44.4,25,73.5,76,60,80,71,55,75,19,18.2,23.3,30,40,0,"""C""","""D""","""C""","""B""","""B""","""D""","""A""","""B""","""D"""
43680,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDBBEEBC""","""00110100""","""ABCEABCABDEACDDDDACAACEB.AA""","""990008001000011090009100000""",555,555,555,555,555,555,555,555,555,555,555,25.5,41.5,37.5,47.5,65,65,65,30,50,25,20.2,18.2,31.7,0,90,5,"""D""","""C""","""C""","""B""","""B""","""B""","""B""","""D""","""C"""
43681,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCBACEEB""","""01101100""","""DDCCDBCDEACBCCBDDCBBCCCCDDC""","""990108010000000090009100001""",555,555,555,555,555,555,555,555,555,333,333,25.5,50.8,50,52,52,60,50,52,60,50,17,18.2,10,30,0,0,"""C""","""D""","""C""","""C""","""C""","""D""","""B""","""B""","""B"""
43708,2017,115374,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBEADCB""","""11100000""","""DBEBEDCADDBAAECDBECACAEBBCA""","""990018000010000091009000010""",555,555,555,555,555,555,555,555,555,555,555,25.5,48.9,37.5,66,58,50,60,74,70,75,17.7,18.2,15,0,10,35,"""C""","""C""","""C""","""B""","""B""","""C""","""D""","""D""","""A"""
44300,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBBDEBC""","""01110100""","""DEECBECDCACBEBDADCCBEAABCAD""","""990108010000001090009000100""",555,555,555,555,555,555,555,555,555,333,333,25.6,56,50,65,79,75,80,51,55,50,15.5,18.2,0,0,0,0,"""C""","""D""","""C""","""A""","""A""","""D""","""D""","""D""","""C"""
44432,2017,1127925,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""AEDDEDCD""","""00000001""","""EBCBDAECBBCDDDEBCCCBBEBCCEE""","""990008001100010190009010100""",555,555,555,555,555,555,555,555,555,555,333,25.6,28.3,12.5,52,33,45,30,71,55,75,24.7,27.3,10,30,0,0,,,,,,,,,
44787,2017,86318,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DAABCBAD""","""00011011""","""DBDDEDCBDDCBAEDABBBCBBBACBD""","""990018000000001090009010100""",555,555,555,555,555,333,555,555,333,333,333,25.7,56.4,50,66,66,50,70,66,30,75,15.5,18.2,0,0,0,0,"""D""","""D""","""C""","""C""","""C""","""B""","""B""","""C""","""C"""
44788,2017,86318,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDAADEAC""","""00000110""","""ECEDCDDDCAEBBEEEDCBABCBBCCE""","""990008010000100090009110110""",555,555,555,555,555,555,333,555,555,333,333,25.7,28.6,25,34,0,0,0,68,40,75,24.7,27.3,10,30,0,0,"""C""","""C""","""C""","""A""","""A""","""B""","""E""","""D""","""B"""
44975,2017,115374,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBBEAAD""","""01110011""","""DBDCBABCDCEACDBCDBACEEDCBDB""","""990108000000010090109000000""",555,555,555,555,555,555,555,555,555,555,555,25.7,68.1,62.5,76.5,56,80,50,97,85,100,11.6,13.6,0,0,0,0,"""C""","""D""","""C""","""B""","""B""","""C""","""D""","""B""","""B"""
45039,2017,1113852,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DBCDCABC""","""00001000""","""DDECCBDEADECDEBBEEDECEDECAC""","""990108000000000191019000101""",555,555,555,555,555,333,555,555,333,333,333,25.7,33.3,12.5,64.5,82,90,80,47,55,45,23.2,27.3,0,0,0,0,"""D""","""D""","""B""","""B""","""B""","""B""","""D""","""D""","""D"""
46197,2017,86318,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ABDEBEAD""","""00000111""","""BDCCBDBDBBAADDCCDBACCBCBCAA""","""990108011100010090109000100""",555,555,555,555,555,555,333,336,336,333,333,25.9,22.5,37.5,0,0,0,0,0,0,0,27,31.8,0,0,0,0,"""E""","""C""","""D""","""D""","""B""","""C""","""D""","""B""","""D"""
46354,2017,100816,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BEEDCBAD""","""00001011""","""DDAACEBCBBEEDDCDDEEBABCDDDB""","""991008001101010091009001000""",555,555,555,555,555,555,555,335,336,333,336,25.9,22.5,37.5,0,0,0,0,0,40,0,27,31.8,0,0,0,0,"""A""","""A""","""A""","""B""","""B""","""B""","""E""","""E""","""E"""
46419,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DBEBCECE""","""00011100""","""CCECBDAEEADBAEDADBDAEDEADCD""","""990108100000001090009000010""",555,555,555,555,555,555,555,555,555,333,333,25.9,56.9,37.5,86,77,65,80,95,75,100,15.5,18.2,0,0,0,0,"""D""","""D""","""C""","""D""","""B""","""D""","""A""","""C""","""C"""
46453,2017,113455,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCDADEDE""","""11000100""","""EBEDDEADBCDAAEEEDCBEEACCCCC""","""990008111000000090019000111""",555,555,555,333,555,333,333,333,333,333,333,25.9,22.5,37.5,0,0,0,0,0,0,0,27,31.8,0,0,0,0,"""C""","""D""","""B""","""B""","""B""","""B""","""B""","""B""","""B"""
46542,2017,1106427,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCABEECA""","""01010100""","""DBBDABADDCBBCDDAEBDADCBAAAA""","""990008110010011090009110000""",555,555,555,333,555,333,333,333,333,333,333,25.9,22.5,37.5,0,0,0,0,0,0,0,27,31.8,0,0,0,0,"""D""","""D""","""D""","""C""","""D""","""D""","""D""","""B""","""B"""
46653,2017,1191018,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EECDCEBE""","""00001100""","""EACECEBDECEEADBECCECAEBDCBB""","""990008010001010090009011100""",555,555,555,555,555,555,555,555,555,555,333,25.9,29.4,25,36,28,40,25,44,40,45,24.7,27.3,10,0,30,0,"""C""","""C""","""C""","""B""","""B""","""C""","""C""","""C""","""C"""
46836,2017,21600,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CDAADECB""","""10000100""","""CBADBCEDAEBCABEADCBACDEBCAE""","""991008010010000090009000100""",555,555,555,555,555,555,555,555,555,555,555,26,41.8,25,67,80,80,80,54,90,45,20.7,18.2,35,0,100,5,"""C""","""C""","""D""","""B""","""B""","""C""","""D""","""D""","""B"""
46975,2017,86318,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCCBBEEC""","""01010100""","""ADCDBBBDBBBADEBCDEEBEDACCBB""","""990008011110000091009000100""",555,555,555,555,555,333,555,555,333,333,333,26,34.5,37.5,30,54,70,50,6,30,0,23.2,27.3,0,0,0,0,"""C""","""C""","""A""","""C""","""B""","""C""","""B""","""C""","""C"""
47309,2017,1136142,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCBBCECD""","""01111101""","""DCDADDCDCDDEDEDADBBCEEAAABB""","""990008010001001090009000000""",555,555,555,555,555,555,555,555,555,555,555,26,69,75,60,52,80,45,68,40,75,11.6,13.6,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""B""","""B""","""D""","""B"""
